185;3531;9.900000;2279;small
186;4363;9.900000;2285;small
187;4537;9.900000;2305;small
188;721;9.900000;2289;small
189;4713;9.900000;2310;small
190;4202;9.900000;2315;small
191;3742;9.900000;2337;small
192;2112;9.900000;2328;small
193;1375;9.900000;2333;small
194;1975;9.900000;2347;small
195;3993;9.900000;2389;small
196;1810;9.900000;2422;small
197;2221;9.900000;2459;small
198;1677;9.900000;2470;small
199;2085;9.900000;2493;small
200;1923;9.900000;2486;small
201;5048;9.900000;99;small
202;4825;9.900000;72;small
203;2051;9.900000;111;small
204;4574;9.900000;115;small
205;3983;9.900000;169;small
206;2529;9.900000;141;small
207;4922;9.900000;91;small
208;3216;9.900000;117;small
209;278;9.900000;124;small
210;1597;9.900000;124;small
211;2908;9.900000;120;small
212;1266;9.900000;233;small
213;3434;9.900000;168;small
214;4818;9.900000;198;small
215;4403;9.900000;108;small
216;3657;9.900000;111;small
217;2235;9.900000;272;small
218;4247;9.900000;227;small
219;1022;9.900000;149;small
220;1816;9.900000;213;small
221;4672;9.900000;285;small
222;5067;9.900000;309;small
223;94;9.900000;193;small
224;675;9.900000;147;small
225;1434;9.900000;184;small
226;2034;9.900000;137;small
227;4594;9.900000;289;small
228;447;9.900000;195;small
229;4024;9.900000;387;small
230;4981;9.900000;291;small
231;3241;9.900000;268;small
232;3025;9.900000;314;small
233;2735;9.900000;346;small
234;4425;9.900000;340;small
235;3685;9.900000;324;small
236;768;9.900000;373;small
237;1992;9.900000;503;small
238;3292;9.900000;441;small
239;1396;9.900000;414;small
240;4836;9.900000;456;small
241;157;9.900000;436;small
242;5007;9.900000;485;small
243;2381;9.900000;456;small
244;1096;9.900000;510;small
245;4034;9.900000;643;small
246;3897;9.900000;528;small
247;3120;9.900000;580;small
248;305;9.900000;553;small
249;4818;9.900000;464;small
250;546;9.900000;716;small
251;2604;9.900000;627;small
252;818;9.900000;569;small
253;3410;9.900000;561;small
254;1441;9.900000;574;small
255;5024;9.900000;713;small
256;2346;9.900000;693;small
257;73;9.900000;668;small
258;4783;9.900000;681;small
259;3546;9.900000;666;small
260;3734;9.900000;766;small
261;3221;9.900000;684;small
262;4021;9.900000;802;small
263;4220;9.900000;785;small
264;869;9.900000;787;small
265;3282;9.900000;844;small
266;359;9.900000;938;small
267;728;9.900000;736;small
268;1027;9.900000;897;small
269;1307;9.900000;801;small
270;4539;9.900000;874;small
271;2118;9.900000;769;small
272;4911;9.900000;788;small
273;459;9.900000;709;small
274;4605;9.900000;785;small
275;4810;9.900000;862;small
276;186;9.900000;841;small
277;2602;9.900000;927;small
278;4374;9.900000;854;small
279;3531;9.900000;876;small
280;4990;9.900000;941;small
281;2401;9.900000;897;small
282;3596;9.900000;842;small
283;3892;9.900000;1004;small
284;3708;9.900000;1071;small
285;55;9.900000;981;small
286;4091;9.900000;1025;small
287;2138;9.900000;996;small
288;4747;9.900000;1036;small
289;1245;9.900000;1064;small
290;201;9.900000;1057;small
291;4255;9.900000;1027;small
292;3263;9.900000;1163;small
293;4562;9.900000;1064;small
294;4924;9.900000;1106;small
295;3478;9.900000;1039;small
296;4410;9.900000;1070;small
297;3694;9.900000;1076;small
298;1849;9.900000;1067;small
299;817;9.900000;1188;small
300;2285;9.900000;1123;small
301;3790;9.900000;1152;small
302;4187;9.900000;1195;small
303;416;9.900000;1191;small
304;2051;9.900000;1303;small
305;99;9.900000;1321;small
306;1487;9.900000;1237;small
307;5041;9.900000;1171;small
308;3445;9.900000;1256;small
309;4402;9.900000;1345;small
310;4265;9.900000;1302;small
311;4793;9.900000;1336;small
312;1865;9.900000;1253;small
313;984;9.900000;1325;small
314;1281;9.900000;1371;small
315;353;9.900000;1428;small
316;4534;9.900000;1492;small
317;2256;9.900000;1395;small
318;1670;9.900000;1406;small
319;2121;9.900000;1483;small
320;852;9.900000;1535;small
321;4407;9.900000;1495;small
322;517;9.900000;1481;small
323;1489;9.900000;1493;small
324;1925;9.900000;1657;small
325;141;9.900000;1668;small
326;5022;9.900000;1472;small
327;2830;9.900000;1599;small
328;4508;9.900000;1569;small
329;698;9.900000;1566;small
330;2147;9.900000;1657;small
331;2392;9.900000;1645;small
332;4077;9.900000;1891;small
333;1644;9.900000;1607;small
334;4957;9.900000;1712;small
335;3272;9.900000;1666;small
336;339;9.900000;1729;small
337;4567;9.900000;1670;small
338;563;9.900000;1807;small
339;1352;9.900000;1731;small
340;1750;9.900000;1790;small
341;33;9.900000;1751;small
342;2523;9.900000;1875;small
343;4763;9.900000;1901;small
344;725;9.900000;1835;small
345;2264;9.900000;1834;small
346;4656;9.900000;1790;small
347;5003;9.900000;1978;small
348;289;9.900000;1914;small
349;1635;9.900000;1942;small
350;2594;9.900000;1991;small
351;1891;9.900000;1971;small
352;2235;9.900000;1999;small
353;511;9.900000;1995;small
354;1357;9.900000;2090;small
355;105;9.900000;2060;small
356;1588;9.900000;2103;small
357;1742;9.900000;2102;small
358;186;9.900000;2043;small
359;2674;9.900000;2128;small
360;2110;9.900000;2135;small
361;2319;9.900000;2135;small
362;47;9.900000;2211;small
363;1443;9.900000;2275;small
364;2443;9.900000;2221;small
365;3141;9.900000;2276;small
366;3537;9.900000;2206;small
367;1663;9.900000;2311;small
368;3272;9.900000;2301;small
369;115;9.900000;2409;small
370;3052;9.900000;2323;small
371;3332;9.900000;2350;small
372;933;9.900000;2366;small
373;3436;9.900000;2349;small
374;1136;9.900000;2429;small
375;5005;9.900000;2425;small
376;2718;9.900000;2388;small
377;4702;9.900000;2429;small
378;1411;9.900000;2458;small
379;3070;9.900000;2474;small
380;784;9.900000;2410;small
381;2508;9.900000;2413;small
382;2318;9.900000;2429;small
383;385;9.900000;2479;small
384;617;9.900000;2444;small
385;3617;9.900000;2426;small
386;290;9.900000;2377;small
387;4284;9.900000;2475;small
388;2917;9.900000;2422;small
389;3443;9.900000;2486;small
390;1311;9.900000;2473;small
391;3777;9.900000;2496;small
392;3253;9.900000;2474;small
393;4858;9.900000;2443;small
394;864;9.900000;2494;small
395;4539;9.900000;2467;small
396;4002;9.900000;2508;small
397;1565;9.900000;2510;small
398;423;9.900000;788;small
399;572;9.900000;798;small
400;582;9.900000;790;small
401;581;9.900000;785;small
402;3111;9.900000;2224;small
403;3087;9.900000;1309;small
